name,link,course,courseLink,description
Como trabalhar com unidades,/math/math1/x89d82521517266d4:units,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, começamos a refletir sobre algumas questões gerais de modelagem antes de nos aprofundarmos em situações de modelagem com diferentes tipos de funções e equações ao longo do curso."
Gráficos e equações lineares,/math/math1/x89d82521517266d4:two-var-eq,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, aprendemos sobre equações lineares e como podemos usar seus gráficos para resolver problemas."
Formas de equações lineares,/math/math1/x89d82521517266d4:linear-forms,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, aprendemos a escrever equações lineares de formas diferentes para revelar diferentes características de suas relações."
Sistemas de equações,/math/math1/x89d82521517266d4:systems,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, aprendemos a escrever sistemas de equações, a resolver esses sistemas, e a interpretar essas soluções."
Inequações (sistemas e gráficos),/math/math1/x89d82521517266d4:two-var-ineq,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, estudamos inequações como x+2y>5 e construímos seus gráficos. Isso nos ajuda a visualizar suas soluções. Também exploramos sistemas de inequações (várias inequações ao mesmo tempo) e as usamos para descrever situações do mundo real."
Funções,/math/math1/x89d82521517266d4:functions,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, aprendemos sobre funções, ou seja, entidades matemáticas que atribuem saídas exclusivas a determinadas entradas. Vamos calcular, construir o gráfico, analisar e criar vários tipos de funções."
Diagramas de dispersão,/math/math1/x89d82521517266d4:scatterplots,Matemática 1,https://pt.khanacademy.org/math/math1,"Diagramas de dispersão mostram relações e padrões em dados, e usamos esses padrões para fazer previsões."
Distribuições de dados,/math/math1/x89d82521517266d4:data-dist,Matemática 1,https://pt.khanacademy.org/math/math1,Dados fazem mais sentido quando os representamos graficamente e os resumimos com números.
Tabelas de contingência,/math/math1/x89d82521517266d4:two-way-tables,Matemática 1,https://pt.khanacademy.org/math/math1,Tabelas bidirecionais nos mostram as relações entre as variáveis categóricas.
Progressões,/math/math1/x89d82521517266d4:sequences,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, aprendemos sobre as várias formas de definir progressões. Vamos construir progressões aritméticas e geométricas para descrever padrões, e usar essas progressões para resolver problemas."
Expoentes e radicais,/math/math1/x89d82521517266d4:exp-rad,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, fazemos uma revisão sobre as regras de exponenciação e aprendemos sobre raízes de ordem superior, como a raiz cúbica (ou raiz 3ª). Vamos aprender a calcular essas raízes e a simplificar expressões algébricas com radicais."
Crescimento e decaimento exponencial,/math/math1/x89d82521517266d4:exp-func,Matemática 1,https://pt.khanacademy.org/math/math1,"Nesta unidade, aprendemos a construir, analisar, representar graficamente e interpretar funções exponenciais básicas da forma f(x)=a⋅bˣ."
Como realizar transformações,/math/math1/x89d82521517266d4:transformations,Matemática 1,https://pt.khanacademy.org/math/math1,"Neste tópico, você vai aprender sobre o conceito de matemática mais útil para a criação de gráficos de video games: transformações geométricas, especificamente translações, rotações, reflexões e dilatações.

Você vai aprender como realizar as transformações, e como transformar uma figura em outra usando estas transformações."
Demonstrações e propriedades de transformações,/math/math1/x89d82521517266d4:transformation-properties-and-proofs,Matemática 1,https://pt.khanacademy.org/math/math1,"Vamos definir cuidadosamente o que são translações, reflexões, rotações e dilatações. O que permanece igual quando transformamos as figuras?"
Congruência,/math/math1/x89d82521517266d4:congruence,Matemática 1,https://pt.khanacademy.org/math/math1,Descubra o que é a congruência de figuras e como determinar se duas figuras são congruentes ou não. Use esse importante conceito para provar vários teoremas geométricos que envolvem triângulos e paralelogramos.
Geometria analítica,/math/math1/x89d82521517266d4:analytic-geo,Matemática 1,https://pt.khanacademy.org/math/math1,"Na geometria analítica, também conhecida como geometria cartesiana, pensamos sobre objetos geométricos no plano cartesiano. Por exemplo, podemos ver que lados opostos de um paralelogramo são paralelos escrevendo uma equação linear para cada lado e verificando que seus coeficientes angulares são iguais."
Funções modulares e funções definidas por partes,/math/math2/xe2ae2386aa2e13d6:abs-value,Matemática 2,https://pt.khanacademy.org/math/math2,"Nesta unidade, aprendemos a resolver e a construir o gráfico de equações modulares e equações definidas por partes."
Expressões do segundo grau: multiplicação e fatoração,/math/math2/xe2ae2386aa2e13d6:quad-1,Matemática 2,https://pt.khanacademy.org/math/math2,"Há muitas maneiras geniais de multiplicar e fatorar números inteiros. Nesta unidade, vamos nos basear nessas estratégias para aprender a multiplicar e fatorar expressões algébricas."
Equações e funções do segundo grau,/math/math2/xe2ae2386aa2e13d6:quad-2,Matemática 2,https://pt.khanacademy.org/math/math2,"Nesta unidade, aprendemos a resolver equações do segundo grau, bem como a analisar e construir o gráfico de funções do segundo grau."
Números irracionais,/math/math2/xe2ae2386aa2e13d6:irrationals,Matemática 2,https://pt.khanacademy.org/math/math2,"Nesta unidade, aprendemos sobre números irracionais e a como identificá-los."
Números complexos,/math/math2/xe2ae2386aa2e13d6:complex,Matemática 2,https://pt.khanacademy.org/math/math2,"Números complexos são construídos com base na ideia de que podemos definir o número i (chamado de ""unidade imaginária"") como a principal raiz quadrada de -1, ou como uma solução para a equação x²=-1. A partir daí, evolui para um rico e empolgante mundo do sistema de números que engloba tudo o que aprendemos anteriormente: números inteiros, números racionais e números reais."
Radicais e expoentes racionais,/math/math2/xe2ae2386aa2e13d6:rational-exp,Matemática 2,https://pt.khanacademy.org/math/math2,"No Ensino Fundamental II, os alunos aprenderam sobre potências formadas por números inteiros - primeiramente as positivas e, depois, também as negativas. Em Álgebra 2, ampliamos esse conceito para incluir potências  formadas por números racionais. Vamos definir seu funcionamento e usá-las para reescrever expressões exponenciais de diversas maneiras."
Modelos exponenciais,/math/math2/xe2ae2386aa2e13d6:exp-models,Matemática 2,https://pt.khanacademy.org/math/math2,"Em Álgebra 1, os alunos trabalharam com modelos exponenciais simples para descrever várias situações do mundo real. Em Álgebra 2, vamos nos aprofundar e estudar modelos mais elaborados."
Semelhança,/math/math2/xe2ae2386aa2e13d6:similarity,Matemática 2,https://pt.khanacademy.org/math/math2,"Aprenda o que significa quando duas figuras são semelhantes, e como determinar se duas figuras são semelhantes ou não. Use esse conceito para provar teoremas geométricos e resolver alguns problemas com polígonos."
Triângulos retângulos e trigonometria,/math/math2/xe2ae2386aa2e13d6:trig,Matemática 2,https://pt.khanacademy.org/math/math2,"Os triângulos nem sempre são retângulos, mas, quando são, abrem as portas para um mundo de possibilidades incríveis. Os triângulos retângulos não são apenas legais por si próprios. São também a base de ideais muito importantes da geometria analítica (a distância entre dois pontos no espaço) e da trigonometria."
Geometria dos sólidos,/math/math2/xe2ae2386aa2e13d6:solids,Matemática 2,https://pt.khanacademy.org/math/math2,Aumente seus conhecimentos sobre formas bidimensionais para três dimensões!
Círculos,/math/math2/xe2ae2386aa2e13d6:circles,Matemática 2,https://pt.khanacademy.org/math/math2,"Explore, prove e aplique propriedades importantes das circunferências que têm a ver com coisas como comprimento do arco, radianos, ângulos inscritos e tangentes."
Seções cônicas,/math/math2/xe2ae2386aa2e13d6:conics,Matemática 2,https://pt.khanacademy.org/math/math2,Saiba mais sobre duas seções cônicas básicas e suas equações: circunferência e parábola.
Probabilidade,/math/math2/xe2ae2386aa2e13d6:prob,Matemática 2,https://pt.khanacademy.org/math/math2,Poucas coisas são certas na vida. A probabilidade nos dá uma ideia das chances de diferentes resultados acontecerem ou não.
Aritmética de polinômios,/math/math3/x5549cc1686316ba5:poly-arithmetic,Matemática 3,https://pt.khanacademy.org/math/math3,"Em Matemática III, os alunos aprendem sobre a analogia entre polinômios e números inteiros, por meio da soma, subtração e multiplicação de polinômios. Isso também abre caminho para a fatoração e divisão de polinômios."
Fatoração de polinômios,/math/math3/x5549cc1686316ba5:factorization,Matemática 3,https://pt.khanacademy.org/math/math3,"Em Matemática II, os alunos reescreveram (fatoraram) expressões do segundo grau como o produto de dois fatores lineares. Isso os ajudou a aprender sobre o comportamento de funções do segundo grau. Em Matemática III, ampliamos essa ideia para reescrever polinômios em graus superiores a 2 como produtos de fatores lineares. Isso nos ajudará a investigar funções polinomiais; e também nos permitirá provar as identidades polinomiais, que são assertivas matemáticas que descrevem relações numéricas."
Divisão de polinômios,/math/math3/x5549cc1686316ba5:poly-div,Matemática 3,https://pt.khanacademy.org/math/math3,"Depois de termos somado, subtraído e multiplicado polinômios, chegou a hora de dividi-los! O que vai se revelar um pouco mais sofisticado, pois nem toda divisão de polinômios resulta em um polinômio. Quando isso acontece, acabamos com um resto (exatamente como acontece com a divisão de números inteiros!)."
Gráficos de polinômios,/math/math3/x5549cc1686316ba5:poly-graphs,Matemática 3,https://pt.khanacademy.org/math/math3,"Nesta unidade, vamos usar tudo o que sabemos sobre polinômios para analisar o comportamento de seus gráficos. Especificamente, vamos calcular as raízes dos polinômios (ou seja, suas interceptações em x) e analisar seu comportamento à medida que os valores de x se tornam infinitamente positivos ou infinitamente negativos (ou seja, seu comportamento final)."
Logaritmos,/math/math3/x5549cc1686316ba5:logs,Matemática 3,https://pt.khanacademy.org/math/math3,"Logaritmos são os inversos de expoentes. Eles nos possibilitam resolver equações exponenciais complicadas, e são um bom pretexto para nos  aprofundarmos ainda mais na relação entre uma função e sua inversa."
Transformações de funções,/math/math3/x5549cc1686316ba5:transformations,Matemática 3,https://pt.khanacademy.org/math/math3,"Em Matemática II, os alunos estudaram gráficos de funções modulares e de funções do segundo grau, pensando nelas como transformações das funções da mesma família |x| e x². Nesta unidade, ampliamos essa ideia para incluir transformações de qualquer função. Este conceito fascinante nos permite representar graficamente muitos outros tipos de funções, como funções logarítmicas, exponenciais e raízes quadradas/cúbicas."
Equações,/math/math3/x5549cc1686316ba5:equations,Matemática 3,https://pt.khanacademy.org/math/math3,"Em Matemática I e II, os alunos resolveram equações lineares e equações do segundo grau, e aprenderam como os dois processos estão baseados nos mesmos princípios lógicos. Nesta unidade, ampliamos esses processos para resolver uma maior variedade de equações, como equações racionais e irracionais. Aprendemos que, às vezes, podemos obter soluções estranhas. Também resolvemos sistemas que contêm equações do segundo grau, e aprendemos a usar gráficos para estimar uma solução para qualquer tipo de equação!"
Trigonometria,/math/math3/x5549cc1686316ba5:math2-trig-func,Matemática 3,https://pt.khanacademy.org/math/math3,"Em Matemática II, os alunos aprenderam sobre as razões trigonométricas seno, cosseno e tangente. Nesta unidade, ampliamos essas ideias para funções que são definidas para todos os números reais! Aprendemos sobre o comportamento dessas funções e as usamos para modelar situações do mundo real."
Modelagem,/math/math3/x5549cc1686316ba5:modeling,Matemática 3,https://pt.khanacademy.org/math/math3,Esta unidade se aprofunda ainda mais no mundo da modelagem. Usaremos nosso conhecimento sobre todos os diferentes tipos de função que vimos até agora para modelar e analisar vários fenômenos.
Projeto de estudo,/math/math3/x5549cc1686316ba5:study-design,Matemática 3,https://pt.khanacademy.org/math/math3,"Conseguir dados confiáveis é vital se quisermos tirar conclusões corretas. O processo de coleta de dados através de estudos envolve amostragem, observações, pesquisas e experimentos."
Distribuição binomial,/math/math3/x5549cc1686316ba5:binomial-prob,Matemática 3,https://pt.khanacademy.org/math/math3,"Se você jogar cinco dados, qual é a probabilidade de que três deles mostrem um 6? Em um grupo de 20 estranhos, qual é a probabilidade de que mais que a metade deles tenha nascido no verão? Aprenda sobre distribuição binomial para responder a esses tipos de problemas."
Distribuições normais,/math/math3/x5549cc1686316ba5:normal-dist,Matemática 3,https://pt.khanacademy.org/math/math3,"A distribuição normal é um tipo muito especial e comum de distribuição, fundamental para aprender estatística. Distribuições normais descrevem muitos fenômenos reais, desde notas em provas até o comprimento das asas de insetos.  "
Funções racionais,/math/math3/x5549cc1686316ba5:rationals,Matemática 3,https://pt.khanacademy.org/math/math3,"Assim como os polinômios são análogos aos números inteiros, as funções racionais são análogas aos números racionais. Vamos aprender mais sobre essa analogia conforme reescrevemos várias expressões racionais, e também refletiremos sobre o comportamento de seus gráficos."
Matemática EM: Estatística,/math/em-mat-estatistica,Ensino Médio Matemática (BNCC),https://pt.khanacademy.org/math/em-matematica-bncc,
Matemática EM: Geometria,/math/em-mat-geometria,Ensino Médio Matemática (BNCC),https://pt.khanacademy.org/math/em-matematica-bncc,
Matemática EM: Medidas e Trigonometria,/math/em-mat-medidas,Ensino Médio Matemática (BNCC),https://pt.khanacademy.org/math/em-matematica-bncc,
Matemática EM: Probabilidade,/math/em-mat-probabilidade,Ensino Médio Matemática (BNCC),https://pt.khanacademy.org/math/em-matematica-bncc,
Matemática EM: Álgebra 1,/math/em-mat-algebra,Ensino Médio Matemática (BNCC),https://pt.khanacademy.org/math/em-matematica-bncc,
Matemática EM: Álgebra 2,/math/em-mat-algebra2,Ensino Médio Matemática (BNCC),https://pt.khanacademy.org/math/em-matematica-bncc,
Noções elementares da álgebra,/math/em-mat-algebra/x34e9dd8107ca5eda:nocoes-elementares-da-algebra,Matemática EM: Álgebra 1,https://pt.khanacademy.org/math/em-mat-algebra,"Retomar os conceitos de variável, incógnita e coeficiente através de situações nas quais seja possível analisar como um valor está associado a outro (ideia de função). Colabora com o desenvolvimento das habilidades EM13MAT101, EM13MAT201, EM13MAT302, EM13MAT307, EM13MAT401, EM13MAT501, EM13MAT504 e EM13MAT510. "
Estudo das taxas,/math/em-mat-algebra/x34e9dd8107ca5eda:estudo-das-taxas,Matemática EM: Álgebra 1,https://pt.khanacademy.org/math/em-mat-algebra,"Nesta Unidade iremos explorar o estudo das taxas em diferentes contextos (científico, social, econômico). Este estudo subsidiará a análise da variação entre grandezas que será realizada na próxima Unidade. Colabora com o desenvolvimento das habilidades EM13MAT101, EM13MAT201, EM13MAT314, EM13MAT501 e EM13MAT510."
Variação entre grandezas,/math/em-mat-algebra/x34e9dd8107ca5eda:variacao-entre-grandezas,Matemática EM: Álgebra 1,https://pt.khanacademy.org/math/em-mat-algebra,"O foco desta Unidade é desenvolver o pensamento proporcional através de situações que envolvam variação entre grandezas que ocorre de maneira constante. Colabora com o desenvolvimento das habilidades EM13MAT302, EM13MAT401, EM13MAT501 e EM13MAT506."
Função,/math/em-mat-algebra/x34e9dd8107ca5eda:funcao,Matemática EM: Álgebra 1,https://pt.khanacademy.org/math/em-mat-algebra,"Esta Unidade traz os principais conceitos relacionados a definição de função como, imagem, domínio, reconhecimento, crescimento e decrescimento, valor máximo e valor mínimo e representação gráfica. Contribui para o desenvolvimento das habilidades EM13MAT201, EM13MAT302, EM13MAT401, EM13MAT404 e EM13MAT501."
Função Afim,/math/em-mat-algebra/x34e9dd8107ca5eda:funcao-afim,Matemática EM: Álgebra 1,https://pt.khanacademy.org/math/em-mat-algebra,"Esta Unidade a função afim é entendida como aquela que apresenta a taxa de variação constante. Para isso é utilizada a representação gráfica da função (reta) como uma das estratégias de investigação. Colabora com o desenvolvimento das habilidades EM13MAT101, EM13MAT201, EM13MAT302, EM13MAT314, EM13MAT401, EM13MAT404, EM13MAT501."
Sistemas de equações lineares,/math/em-mat-algebra/x34e9dd8107ca5eda:sistemas-de-equacoes-lineares,Matemática EM: Álgebra 1,https://pt.khanacademy.org/math/em-mat-algebra,"O foco desta Unidade é entender como situações envolvendo equações lineares simultâneas podem ser resolvidas com através de métodos algébricos (adição, substituição) e/ou geométricos). Colabora com o desenvolvimento da habilidade EM13MAT301."
Função quadrática,/math/em-mat-algebra/x34e9dd8107ca5eda:funcao-quadratica,Matemática EM: Álgebra 1,https://pt.khanacademy.org/math/em-mat-algebra,"Esta Unidade utiliza o estudo da representação gráfica de uma função quadrática (parábola) para subsidiar a resolução de situações problemas que possam ser expressas através deste tipo de função. Colabora com o desenvolvimento das habilidades EM13MAT302, EM13MAT402 e EM13MAT502."
Progressão aritmética (P.A.),/math/em-mat-algebra2/x1d9e5bc8bded7b21:progressao-aritmetica-p-a,Matemática EM: Álgebra 2,https://pt.khanacademy.org/math/em-mat-algebra2,Esta Unidade traz o estudo das Progressões Aritméticas (P.A.s) como sendo um caso restrito das funções afins com domínio discreto (números naturais). Colabora com o desenvolvimento da habilidade EM13MAT507.
Progressão geométrica (P.G.),/math/em-mat-algebra2/x1d9e5bc8bded7b21:progressao-geometrica-p-g,Matemática EM: Álgebra 2,https://pt.khanacademy.org/math/em-mat-algebra2,"Esta Unidade traz o estudo das Progressões Geométricas (P.G.s) como sendo um caso restrito das funções exponenciais com domínio discreto (números naturais). Colabora com o desenvolvimento das habilidades EM13MAT304, EM13MAT403, EM13MAT507 e EM13MAT508."
Função exponencial,/math/em-mat-algebra2/x1d9e5bc8bded7b21:funcao-exponencial,Matemática EM: Álgebra 2,https://pt.khanacademy.org/math/em-mat-algebra2,"Esta Unidade explora situações que envolvem o crescimento e decrescimento exponencial de valores para expressá-los através de funções exponenciais. Colabora com o desenvolvimento das habilidades EM13MAT101, EM13MAT303, EM13MAT304, EM13MAT305 e EM13MAT403."
Função logarítmica,/math/em-mat-algebra2/x1d9e5bc8bded7b21:funcao-logaritmica,Matemática EM: Álgebra 2,https://pt.khanacademy.org/math/em-mat-algebra2,"O foco desta Unidade é conhecer logaritmo (natural e decimal) para subsidiar o estudo de situações que possam ser expressas e resolvidas através de funções logarítmicas. Colabora com o desenvolvimento das habilidades EM13MAT101, EM13MAT102, EM13MAT303, EM13MAT305 e EM13MAT403."
Funções definidas por partes,/math/em-mat-algebra2/x1d9e5bc8bded7b21:funcoes-definidas-por-partes,Matemática EM: Álgebra 2,https://pt.khanacademy.org/math/em-mat-algebra2,Nesta Unidade será estudado funções que podem ser expressas por diferentes sentenças algébricas para respectivos intervalos numéricos. Colabora com o desenvolvimento da habilidade EM13MAT404.
Geometria das transformações,/math/em-mat-geometria/x44371671f5ceab6a:geometria-das-transformacoes,Matemática EM: Geometria,https://pt.khanacademy.org/math/em-mat-geometria,"Entender as principais características das principais transformações isométricas no plano, das homotetias e como elas podem ser utilizadas em figuras geométricas. Colabora com o desenvolvimento da habilidade EM13MAT105."
Congruência,/math/em-mat-geometria/x44371671f5ceab6a:congruencia,Matemática EM: Geometria,https://pt.khanacademy.org/math/em-mat-geometria,Nesta Unidade vamos entender como aplicar os conceitos da Geometria das Transformações para provar congruências envolvendo diferentes figuras geométricas. Colabora com o desenvolvimento da habilidade EM13MAT308.
Semelhança,/math/em-mat-geometria/x44371671f5ceab6a:semelhanca,Matemática EM: Geometria,https://pt.khanacademy.org/math/em-mat-geometria,Nesta Unidade vamos entender como aplicar os conceitos da Geometria das Transformações para investigar figuras semelhantes. Colabora com o desenvolvimento da habilidade EM13MAT308.
Geometria espacial (métrica),/math/em-mat-geometria/x44371671f5ceab6a:geometria-espacial-metrica,Matemática EM: Geometria,https://pt.khanacademy.org/math/em-mat-geometria,Nesta Unidade vamos recordar o conceito de volume e conhecer modelos para a determinação do volume de alguns sólidos geométricos. Colabora com o desenvolvimento da habilidade EM13MAT504.
Geometria plana (métrica),/math/em-mat-geometria/x44371671f5ceab6a:geomeria-plana-metrica,Matemática EM: Geometria,https://pt.khanacademy.org/math/em-mat-geometria,Recordar os conceitos de perímetro e área e explorar como a alteração das dimensões de uma figura geométrica implica na variação dessas medidas. Colabora com o desenvolvimento da habilidade EM13MAT307.
Polígonos regulares e pavimentações no plano,/math/em-mat-geometria/x44371671f5ceab6a:poligonos-regulares-e-pavimentacoes-no-plano,Matemática EM: Geometria,https://pt.khanacademy.org/math/em-mat-geometria,Esta Unidade inicia a exploração de como pavimentar o plano utilizando apenas polígonos regulares (idênticos ou não). Colabora com o desenvolvimento da habilidade EM13MAT505.
Noções básicas sobre fractais,/math/em-mat-geometria/x44371671f5ceab6a:nocoes-basicas-sobre-fractais,Matemática EM: Geometria,https://pt.khanacademy.org/math/em-mat-geometria,Conhecer os principais elementos de um fractal. Colabora com o desenvolvimento da habilidade EM13MAT105.
Notação científica e algarismos significativos e duvidosos,/math/em-mat-medidas/xc1306924b189e917:notacao-cientifica-e-algarismos-significativos-e-duvidosos,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,Esta unidade explora notação científica e algarismos significativos e duvidosos. Colabora com o desenvolvimento da habilidade EM13MAT313.
Sistema de Numeração Binário,/math/em-mat-medidas/xc1306924b189e917:sistema-de-numeracao-binario,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,Esta unidade explora as unidades de medidas para armazenamento e transmissão de dados digitais na base binária. Colabora com o desenvolvimento da habilidade EM13MAT103.
Trigonometria no triângulo retângulo,/math/em-mat-medidas/xc1306924b189e917:trigonometria-no-triangulo-retangulo,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,Entender como as relações métricas ocorrem dos triângulos retângulos é o primeiro passo para determinar a medida de seus lados e/ou ângulos. Colabora com o desenvolvimento das habilidades EM13MAT306 E EM13MAT308.
Trigonometria em triângulos quaisquer,/math/em-mat-medidas/xc1306924b189e917:trigonometria-em-triangulos-quaisquer,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,Nesta Unidade vamos conhecer como alguns resultados da trigonometria podem auxiliar na determinação da medida de lados e/ou ângulos em triângulos quaisquer. Colabora com o desenvolvimento da habilidade EM13MAT308.
Razões trigonométricas inversas,/math/em-mat-medidas/xc1306924b189e917:razoes-trigonometricas-inversas,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,Nesta lição vamos conhecer algumas razões trigonométricas inversas em triângulos retângulos. Colabora com o desenvolvimento da habilidade EM13MAT306.
Ângulos e arcos de uma circunferência,/math/em-mat-medidas/xc1306924b189e917:angulos-e-arcos-de-uma-circunferencia,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,Nesta Unidade iremos explorar como medir arcos de uma circunferência e expressar tais medidas usando diferentes unidades. Colabora com o desenvolvimento da habilidade EM13MAT306.
Ciclo trigonométrico,/math/em-mat-medidas/xc1306924b189e917:ciclo-trigonometrico,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,"Nesta Unidade vamos conhecer o ciclo trigonométrico e entender como ele pode expressar o valor do seno, cosseno e tangente de ângulos através de números reais. Colabora com o desenvolvimento da habilidade EM13MAT306."
Algumas funções trigonométricas,/math/em-mat-medidas/xc1306924b189e917:algumas-funcoes-trigonometricas,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,"Nesta Unidade iremos conhecer as principais funções trigonométricas (y = sen (x); y = cos (x) e y = tan (x)), aprender como representá-las através de um gráfico e investigar suas principais características para poder usá-las na resolução de situações que envolvem fenômenos periódicos. Colabora com o desenvolvimento da habilidade EM13MAT306."
Algumas identidades trigonométricas,/math/em-mat-medidas/xc1306924b189e917:algumas-identidades-trigonometricas,Matemática EM: Medidas e Trigonometria,https://pt.khanacademy.org/math/em-mat-medidas,Nesta Unidade vamos conhecer a relação fundamental da trigonometria e algumas funções trigonométricas inversas. Colabora com o desenvolvimento da habilidade EM13MAT306.
Contagem,/math/em-mat-probabilidade/x37cb49a28da24b56:contagem,Matemática EM: Probabilidade,https://pt.khanacademy.org/math/em-mat-probabilidade,Retomar os conceitos elementares de contagem e entender os pressupostos envolvidos para distinguir situações nas quais hajam agrupamentos ordenáveis de elementos (arranjos) e não ordenáveis (combinações). Colabora com o desenvolvimento da habilidade EM13MAT310.
Probabilidade,/math/em-mat-probabilidade/x37cb49a28da24b56:probabilidade,Matemática EM: Probabilidade,https://pt.khanacademy.org/math/em-mat-probabilidade,"Esta unidade se inicia com uma retomada dos conceitos de probabilidade clássica, os compara com os resultados da probabilidade experimental, além de detalhar o cálculo da probabilidade de eventos compostos (sucessivos). Também é explorada a probabilidade condicional com o intuito de distinguir se os eventos que compõe um evento são dependentes ou independentes entre si. Promove o desenvolvimento das habilidades EM13MAT106, EM13MAT310, EM13MAT311, EM13MAT312, EM13MAT511."
Probabilidade e Contagem,/math/em-mat-probabilidade/x37cb49a28da24b56:probabilidade-e-contagem,Matemática EM: Probabilidade,https://pt.khanacademy.org/math/em-mat-probabilidade,Esta Unidade tem como objetivo vincular os conhecimentos desenvolvidos nas duas unidades anteriores com o intuito de resolver situações problemas nas quais as estratégias de contagem auxiliem no cálculo da probabilidades de um evento ocorrer. Colabora com o desenvolvimento das habilidades EM13MAT310 e EM13MAT511.
Probabilidade e Estatística,/math/em-mat-probabilidade/x37cb49a28da24b56:probabilidade-e-estatistica,Matemática EM: Probabilidade,https://pt.khanacademy.org/math/em-mat-probabilidade,O foco desta Unidade é comparar os resultados provindos da Probabilidade Clássica com aqueles derivados da Probabilidade Frequentista. Colabora com o desenvolvimento da habilidade EM13MAT106.
Introdução à estatística,/math/em-mat-estatistica/x5d13d3b4b5b8c419:introducao-a-estatistica,Matemática EM: Estatística,https://pt.khanacademy.org/math/em-mat-estatistica,"Iniciar o estudante aos principais conceitos relacionados à Estatística Descritiva como, por exemplo, variável, população e amostra; conhecer algumas técnicas de amostragem e entender os diferentes tipos de estudos estatísticos. Colabora com o desenvolvimento da habilidade EM13MAT106 e EM13MAT202."
Representação de dados estatísticos,/math/em-mat-estatistica/x5d13d3b4b5b8c419:representacao-de-dados-estatisticos,Matemática EM: Estatística,https://pt.khanacademy.org/math/em-mat-estatistica,"O foco desta Unidade se encontra na representação de dados estatísticos de diferentes maneiras sejam eles na forma gráfica ou como tabelas. Retoma conceitos vistos no Ensino Fundamental e possibilita refletir sobre erros e enganos que gráficos podem incorrer. Colabora com o desenvolvimento das habilidades EM13MAT102, EM13MAT406 e EM13MAT407."
Distribuição de frequências,/math/em-mat-estatistica/x5d13d3b4b5b8c419:distribuicao-de-frequencias,Matemática EM: Estatística,https://pt.khanacademy.org/math/em-mat-estatistica,"Compreender os diferentes tipos de frequências (absoluta e relativa) que podem ser utilizadas numa série de dados; elaborar distribuições de frequências (simples e relativa); representar distribuições de frequências através de diferentes tipos de gráficos (diagrama de pontos, histogramas e gráfico de ramos-e-folhas). Colabora com o desenvolvimento das habilidades EM13MAT106, EM13MAT406 e EM13MAT407."
Medidas de tendência central,/math/em-mat-estatistica/x5d13d3b4b5b8c419:medidas-de-tendencia-central,Matemática EM: Estatística,https://pt.khanacademy.org/math/em-mat-estatistica,"Conhecer as principais medidas de tendência central (média, mediana e moda) de uma série dados; entender como  calculá-las e escolher aquela que melhor representa uma característica de um conjunto de dados. Colabora com o desenvolvimento das habilidades EM13MAT202 e EM13MAT316."
Medidas de dispersão,/math/em-mat-estatistica/x5d13d3b4b5b8c419:medidas-de-dispersao,Matemática EM: Estatística,https://pt.khanacademy.org/math/em-mat-estatistica,"Conhecer as principais medidas de dispersão (amplitude total, variância e desvio-padrão); entender como calculá-las em diferentes conjuntos de dados (população e amostras); representar de maneira resumida (box-plot) e dispersa (scatterplots) os dados de uma série. Colabora com o desenvolvimento das habilidades EM13MAT316, EM13MAT406 e EM13MAT407."
Distribuição normal,/math/em-mat-estatistica/x5d13d3b4b5b8c419:distribuicao-normal,Matemática EM: Estatística,https://pt.khanacademy.org/math/em-mat-estatistica,Conhecer o conceito de distribuição normal de dados e curva normal e sua relação com a probabilidade frequentista. Colabora com o desenvolvimento da habilidade EM13MAT202.
Estatística inferencial,/math/em-mat-estatistica/x5d13d3b4b5b8c419:estatistica-inferencial,Matemática EM: Estatística,https://pt.khanacademy.org/math/em-mat-estatistica,Interpretar e comparar conjuntos de dados estatísticos através de representações gráficas reconhecendo a mais eficiente para sua análise. Colabora com o desenvolvimento das habilidades EM13MAT406 e EM13MAT407.
Pré-cálculo,/math/precalculus,Matemática Avançada,https://pt.khanacademy.org/math/matematica-avancada,
Cálculo diferencial,/math/differential-calculus,Matemática Avançada,https://pt.khanacademy.org/math/matematica-avancada,
Cálculo integral,/math/integral-calculus,Matemática Avançada,https://pt.khanacademy.org/math/matematica-avancada,
