name,link,course,courseLink,description
Decomposição para calcular a área,/math/basic-geo/x7fa91416:decomposing-to-find-area,Geometria básica e medidas,https://pt.khanacademy.org/math/basic-geo,
Figuras tridimensionais,/math/basic-geo/x7fa91416:3d-figures,Geometria básica e medidas,https://pt.khanacademy.org/math/basic-geo,
"Círculos, cilindros, cones e esferas",/math/basic-geo/x7fa91416:circles-cylinders-cones-and-spheres,Geometria básica e medidas,https://pt.khanacademy.org/math/basic-geo,
Relações entre ângulos,/math/basic-geo/x7fa91416:angle-relationships,Geometria básica e medidas,https://pt.khanacademy.org/math/basic-geo,
Escala,/math/basic-geo/x7fa91416:scale,Geometria básica e medidas,https://pt.khanacademy.org/math/basic-geo,
Comprimentos de lado do triângulo,/math/basic-geo/basic-geometry-pythagorean-theorem,Geometria básica e medidas,https://pt.khanacademy.org/math/basic-geo,"O teorema de Pitágoras descreve uma relação especial entre os lados de um triângulo retângulo. Mesmo os antigos conheciam esta relação. Neste tópico, vamos descobrir como usar o teorema de Pitágoras e provar porque ele funciona."
Transformações geométricas,/math/basic-geo/basic-geo-transformations-congruence,Geometria básica e medidas,https://pt.khanacademy.org/math/basic-geo,"Aprenda sobre as transformações geométricas e como são usadas, para entender o significado de ""similar"" e ""congruente""."
Retas,/math/geometry-home/geometry-lines,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Saiba o que são retas, segmentos de reta e semirretas, e aprenda a usá-los."
Ângulos,/math/geometry-home/geometry-angles,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Neste tópico, vamos aprender o que é um ângulo e como nomear, medir e construí-lo. Também vamos explorar tipos especiais de ângulos."
Formas,/math/geometry-home/geometry-shapes,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,Classifique formas e resolva problemas usando o que conhecemos das propriedades das formas.
Triângulos,/math/geometry-home/triangle-properties,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,Você provavelmente gosta de triângulos. Você pensa que eles são úteis. Eles aparecem muito por aí. O que você verá neste tópico é que eles são muito mais mágicos e místicos do que você imaginava!
Quadriláteros,/math/geometry-home/quadrilaterals-and-polygons,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Os quadriláteros só têm um lado a mais que os triângulos, mas isso abre as portas de um mundo totalmente novo, com uma grande variedade de tipos de quadriláteros. Aprenda mais aqui."
Plano cartesiano,/math/geometry-home/geometry-coordinate-plane,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Usamos as coordenadas para descrever a localização de algo. Na geometria, as coordenadas indicam onde os pontos se encontram em uma grade que chamamos de ""plano cartesiano""."
Área e perímetro,/math/geometry-home/geometry-area-perimeter,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Área e perímetro nos ajudam a medir o tamanho de formas bidimensionais. Vamos começar com a área e o perímetro de retângulos. Depois, vamos resolver formas mais complicadas, como triângulos e círculos."
Volume e área de superfície,/math/geometry-home/geometry-volume-surface-area,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Volume e área de superfície nos ajudam a medir o tamanho de objetos tridimensionais. Vamos começar com volume e área de superfície de prismas retangulares. Então, resolveremos objetos mais complexos, como cones e esferas."
Teorema de Pitágoras,/math/geometry-home/geometry-pythagorean-theorem,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"O teorema de Pitágoras descreve uma relação especial entre os lados de um triângulo retângulo. Mesmo os antigos conheciam esta relação. Neste tópico, vamos descobrir como usar o teorema de Pitágoras e provar porque ele funciona."
Transformações,/math/geometry-home/transformations,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Neste tópico, você vai aprender sobre o conceito de matemática mais útil para a criação de gráficos de video games: transformações geométricas, especificamente translações, rotações, reflexões e dilatações.

Você vai aprender como realizar as transformações, e como transformar uma figura em outra usando estas transformações."
Congruência,/math/geometry-home/congruence,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,Descubra o que é a congruência de figuras e como determinar se duas figuras são congruentes ou não. Use esse importante conceito para provar vários teoremas geométricos que envolvem triângulos e paralelogramos.
Semelhança,/math/geometry-home/similarity,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Aprenda o que significa quando duas figuras são semelhantes, e como determinar se duas figuras são semelhantes ou não. Use esse conceito para provar teoremas geométricos e resolver alguns problemas com polígonos."
Trigonometria,/math/geometry-home/right-triangles-topic,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Os triângulos nem sempre são retângulos, mas, quando são, abrem as portas para um mundo de possibilidades incríveis. Os triângulos retângulos não são apenas legais por si próprios. São também a base de ideais muito importantes da geometria analítica (a distância entre dois pontos no espaço) e da trigonometria."
Círculos,/math/geometry-home/cc-geometry-circles,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Explore, prove e aplique propriedades importantes das circunferências que têm a ver com coisas como comprimento do arco, radianos, ângulos inscritos e tangentes."
Geometria analítica,/math/geometry-home/analytic-geometry-topic,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Na geometria analítica, também conhecida como geometria cartesiana, pensamos sobre objetos geométricos no plano cartesiano. Por exemplo, podemos ver que lados opostos de um paralelogramo são paralelos escrevendo uma equação linear para cada lado e verificando que seus coeficientes angulares são iguais."
Construções geométricas,/math/geometry-home/geometric-constructions,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Atualmente, temos computadores extravagantes para nos ajudar a desenhar coisas perfeitamente, mas você já se perguntou como as pessoas desenhavam círculos perfeitos e bissetrizes internas ou bissetrizes perpendiculares antigamente. Bom, neste tutorial você vai fazer exatamente como os seus avós faziam (na realidade, um pouco diferente, pois você ainda estará utilizando um computador para desenhar círculos e linhas com um compasso e uma régua virtuais)."
Variado,/math/geometry-home/geometry-miscellaneous,Biblioteca de Geometria,https://pt.khanacademy.org/math/geometry-home,"Nesta unidade, são resolvidos problemas retirados de questões divulgadas da Prova de Geometria (padrão californiano).  "
Como realizar transformações,/math/geometry/hs-geo-transformations,Geometria intermediária,https://pt.khanacademy.org/math/geometry,"Neste tópico, você vai aprender sobre o conceito de matemática mais útil para a criação de gráficos de video games: transformações geométricas, especificamente translações, rotações, reflexões e dilatações.

Você vai aprender como realizar as transformações, e como transformar uma figura em outra usando estas transformações."
Demonstrações e propriedades de transformações,/math/geometry/xff63fac4:hs-geo-transformation-properties-and-proofs,Geometria intermediária,https://pt.khanacademy.org/math/geometry,"Vamos definir cuidadosamente o que são translações, reflexões, rotações e dilatações. O que permanece igual quando transformamos as figuras?"
Congruência,/math/geometry/hs-geo-congruence,Geometria intermediária,https://pt.khanacademy.org/math/geometry,Descubra o que é a congruência de figuras e como determinar se duas figuras são congruentes ou não. Use esse importante conceito para provar vários teoremas geométricos que envolvem triângulos e paralelogramos.
Semelhança,/math/geometry/hs-geo-similarity,Geometria intermediária,https://pt.khanacademy.org/math/geometry,"Aprenda o que significa quando duas figuras são semelhantes, e como determinar se duas figuras são semelhantes ou não. Use esse conceito para provar teoremas geométricos e resolver alguns problemas com polígonos."
Triângulos retângulos e trigonometria,/math/geometry/hs-geo-trig,Geometria intermediária,https://pt.khanacademy.org/math/geometry,"Os triângulos nem sempre são retângulos, mas, quando são, abrem as portas para um mundo de possibilidades incríveis. Os triângulos retângulos não são apenas legais por si próprios. São também a base de ideais muito importantes da geometria analítica (a distância entre dois pontos no espaço) e da trigonometria."
Geometria analítica,/math/geometry/hs-geo-analytic-geometry,Geometria intermediária,https://pt.khanacademy.org/math/geometry,"Na geometria analítica, também conhecida como geometria cartesiana, pensamos sobre objetos geométricos no plano cartesiano. Por exemplo, podemos ver que lados opostos de um paralelogramo são paralelos escrevendo uma equação linear para cada lado e verificando que seus coeficientes angulares são iguais."
Seções cônicas,/math/geometry/xff63fac4:hs-geo-conic-sections,Geometria intermediária,https://pt.khanacademy.org/math/geometry,"As seções transversais de um cone formam várias formas curvas interessantes, como círculos, elipses, parábolas e hipérboles. Use a fórmula da distância para relacionar as características geométricas das figuras às equações algébricas delas."
Círculos,/math/geometry/hs-geo-circles,Geometria intermediária,https://pt.khanacademy.org/math/geometry,"Explore, prove e aplique propriedades importantes das circunferências que têm a ver com coisas como comprimento do arco, radianos, ângulos inscritos e tangentes."
Geometria dos sólidos,/math/geometry/hs-geo-solids,Geometria intermediária,https://pt.khanacademy.org/math/geometry,Aumente seus conhecimentos sobre formas bidimensionais para três dimensões!
Triângulos retângulos e trigonometria,/math/trigonometry/trigonometry-right-triangles,Trigonometria,https://pt.khanacademy.org/math/trigonometry,"Aprenda os fundamentos básicos de trigonometria: o que são seno, cosseno e tangente? Como podemos usá-los para descobrir lados e ângulos desconhecidos de triângulos retângulos?"
Funções trigonométricas,/math/trigonometry/unit-circle-trig-func,Trigonometria,https://pt.khanacademy.org/math/trigonometry,Aprenda como as relações trigonométricas são estendidas para todos os números reais usando a álgebra. Comece resolvendo problemas simples que envolvem esta nova definição das funções trigonométricas.
Triângulos não retângulos e trigonometria,/math/trigonometry/trig-with-general-triangles,Trigonometria,https://pt.khanacademy.org/math/trigonometry,Aprenda a usar trigonometria para encontrar lados e ângulos desconhecidos de qualquer triângulo.
Identidades e equações trigonométricas,/math/trigonometry/trig-equations-and-identities,Trigonometria,https://pt.khanacademy.org/math/trigonometry,Saiba como resolver equações trigonométricas e como usar identidades trigonométricas para resolver vários problemas.
Análise de dados categóricos,/math/statistics-probability/analyzing-categorical-data,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Esta unidade aborda métodos para se trabalhar dados divididos em categorias. Aprenda a usar gráficos de barra, diagramas de Venn e tabelas de contingência para ver padrões e relações em dados categóricos."
Exibição e comparação de dados quantitativos,/math/statistics-probability/displaying-describing-data,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Esta unidade aborda alguns métodos básicos de representação gráfica de distribuições de dados quantitativos, como diagramas de pontos, histogramas e diagramas de caule e folhas. Também exploraremos como usar estas exibições para comparar as características de diferentes distribuições."
Como resumir dados quantitativos,/math/statistics-probability/summarizing-quantitative-data,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Esta unidade trabalha medidas comuns de centralidade como média e mediana. Também aprenderemos a medir dispersão ou variabilidade com o desvio-padrão e a faixa interquartil, e a usar essas ideias para determinar quais dados podem ser considerados outliers."
Modelagem de distribuições de dados,/math/statistics-probability/modeling-distributions-of-data,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Esta unidade eleva nossa compreensão de distribuições a um outro nível. Vamos medir a posição de dados dentro de uma distribuição usando percentis e valores z, aprender o que acontece quando transformamos dados, estudar como modelar distribuições com curvas de densidade e analisar uma das mais importantes famílias de distribuições, as chamadas distribuições normais."
Como explorar dados numéricos bivariados,/math/statistics-probability/describing-relationships-quantitative-data,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Usamos diagramas de dispersão para explorar a relação entre duas variáveis quantitativas, e usamos a regressão para modelar a relação e fazer previsões. Esta unidade explora a regressão linear e como estimar a força de modelos lineares."
Modelo de estudo,/math/statistics-probability/designing-studies,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"A estatística trata-se principalmente da elaboração de perguntas e da reunião de dados para explorar essas perguntas. Esta unidade aborda métodos de amostragem e de pesquisa, estudos observacionais e modelo básico de experimentos."
Probabilidade,/math/statistics-probability/probability-library,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"A probabilidade nos diz com que frequência um evento acontecerá após várias experiências repetidas. Este tópico aborda probabilidades teóricas, experimentais e compostas, permutações, combinações e muito mais!"
"Contagem, permutações e combinações",/math/statistics-probability/counting-permutations-and-combinations,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Esta unidade aborda métodos de contagem da quantidade de resultados possíveis em várias situações. Vamos aprender sobre fatorial, permutações e combinações. Também vamos ver como usar essas ideias para encontrar probabilidades."
Variáveis aleatórias,/math/statistics-probability/random-variables-stats-library,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Variáveis aleatórias podem ser quaisquer resultados de um processo aleatório, como quantas caras ocorrerão em uma série de 20 lances de moeda. Calculamos probabilidades de variáveis aleatórias e calculamos o valor esperado para diferentes tipos de variáveis aleatórias."
Distribuições de amostragens,/math/statistics-probability/sampling-distributions-library,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Uma distribuição amostral apresenta todos os resultados possíveis que uma estatística pode assumir em todas as amostras possíveis de uma população, e com que frequência cada resultado ocorre. Esse tópico aborda como proporções e médias amostais comportam-se em amostras repetidas."
Intervalos de confiança,/math/statistics-probability/confidence-intervals-one-sample,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,Intervalos de confiança nos fornecem um intervalo de valores plausíveis para alguns valores desconhecidos com base nos resultados de uma amostra. Este tópico trata de intervalos de confiança para médias e proporções.
Testes de significância (teste de hipótese),/math/statistics-probability/significance-tests-one-sample,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Testes de significância nos fornecem um processo formal para o uso de dados amostrais para avaliar a probabilidade de alguma afirmação sobre um valor de população. Nós calculamos valores P para ver o quão provável é que um resultado da amostra ocorra por acaso, e usamos valores P para tirar conclusões sobre hipóteses. "
Inferência de duas amostras para a diferença entre grupos,/math/statistics-probability/significance-tests-confidence-intervals-two-samples,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,Aprenda a usar seus conhecimentos sobre intervalos de confiança e testes de significância em situações que envolvam a comparação de duas amostras para ver se há uma diferença significativa entre as duas populações.
Inferência para dados categóricos (testes qui-quadrado),/math/statistics-probability/inference-categorical-data-chi-square-tests,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,"Testes qui-quadrado são uma família de testes de significância que fornecem maneiras de se testar hipóteses sobre distribuições de dados categóricos. Este tópico aborda testes de aderência para ver se dados amostrais se encaixam em uma distribuição hipotética, e testes de independência entre duas variáveis categóricas."
Regressão avançada (inferência e transformação),/math/statistics-probability/advanced-regression-inference-transforming,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,A regressão avançada vai apresentá-lo a métodos de regressão quando os dados têm um padrão não linear.
Análise de variância (ANOVA),/math/statistics-probability/analysis-of-variance-anova-library,Estatística e probabilidade,https://pt.khanacademy.org/math/statistics-probability,
Como exibir uma única variável quantitativa,/math/probability/xa88397b6:display-quantitative,Estatística intermediária,https://pt.khanacademy.org/math/probability,
Como analisar uma única variável quantitativa,/math/probability/xa88397b6:analyze-quantitative,Estatística intermediária,https://pt.khanacademy.org/math/probability,
Tabelas de contingência,/math/probability/xa88397b6:two-way-tables,Estatística intermediária,https://pt.khanacademy.org/math/probability,Tabelas bidirecionais nos mostram as relações entre as variáveis categóricas.
Diagramas de dispersão,/math/probability/xa88397b6:scatterplots,Estatística intermediária,https://pt.khanacademy.org/math/probability,"Diagramas de dispersão mostram relações e padrões em dados, e usamos esses padrões para fazer previsões."
Modelo de estudo,/math/probability/xa88397b6:study-design,Estatística intermediária,https://pt.khanacademy.org/math/probability,"Conseguir dados confiáveis é vital se quisermos tirar conclusões corretas. O processo de coleta de dados através de estudos envolve amostragem, observações, pesquisas e experimentos."
Probabilidade,/math/probability/xa88397b6:probability,Estatística intermediária,https://pt.khanacademy.org/math/probability,Poucas coisas são certas na vida. A probabilidade nos dá uma ideia das chances de diferentes resultados acontecerem ou não.
Distribuições de probabilidade e valor esperado,/math/probability/xa88397b6:probability-distributions-expected-value,Estatística intermediária,https://pt.khanacademy.org/math/probability,
Limites e continuidade,/math/calculus-home/limits-and-continuity-calc,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,"Alcance o infinito em poucos segundos! Os limites são o ingrediente mais fundamental do cálculo. Saiba como eles são definidos, como são calculados (mesmo sob condições extremas!) e como se relacionam com as funções contínuas."
Obtendo derivadas,/math/calculus-home/taking-derivatives-calc,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,"A grande ideia do cálculo diferencial é o conceito da derivada, que nos dá essencialmente o sentido, ou a taxa de variação, de uma função em quaisquer de seus pontos. Aprenda tudo sobre derivadas e como calculá-las aqui."
Aplicações de derivadas,/math/calculus-home/derivative-applications-calc,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,Para que saber como derivar uma função se você não usar isso de forma adequada? Aprenda mais sobre as várias maneiras em que podemos usar o cálculo diferencial para estudar funções e resolver problemas do mundo real.
integração,/math/calculus-home/integration-calc,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,"A grande ideia do cálculo integral é o cálculo da área sob uma curva usando integrais. O que isso tem a ver com o cálculo diferencial? Surpreendentemente, tudo! Aprenda tudo sobre integrais e como calcula-las aqui."
Técnicas de integração,/math/calculus-home/integration-techniques-calc,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,Aprenda algumas técnicas avançadas para calcular as integrais mais traiçoeiras por aí.
Aplicações de integração,/math/calculus-home/integration-applications-calc,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,"Integrar funções é legal, mas como isso se integra às nossas vidas? Saiba mais sobre as várias maneiras em que podemos usar o cálculo integral para estudar funções e resolver problemas do mundo real."
Séries,/math/calculus-home/series-calc,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,"Agora, você deve estar familiarizado com diversos tipos de séries, como a aritmética ou a geométrica. As somas de Riemann também são uma série. Esse é realmente um mundo vasto e fascinante: a série mundial! Desculpe, mundo DAS séries!"
Questões práticas de Cálculo AP,/math/calculus-home/ap-calc-topic,"Cálculo (todo o conteúdo, primeiro ano)",https://pt.khanacademy.org/math/calculus-home,Exemplos de questões de AP. Provas de cálculo AB e BC (tanto de múltiplas questões quanto de questões discursivas).
Limites e continuidade,/math/differential-calculus/dc-limits,Cálculo diferencial,https://pt.khanacademy.org/math/differential-calculus,"Limites descrevem o comportamento de uma função conforme nos aproximamos de um certo valor de entrada, independentemente do valor verdadeiro da função no local. Continuidade requer que o comportamento da função ao redor do ponto corresponda ao valor da função nesse mesmo ponto. Essas ideias simples, porém muito poderosas, desempenham um papel fundamental em todo o cálculo."
Derivadas: definição e regras básicas,/math/differential-calculus/dc-diff-intro,Cálculo diferencial,https://pt.khanacademy.org/math/differential-calculus,"A derivada de uma função descreve a taxa de variação instantânea da função em um certo ponto. Outra interpretação comum é que a derivada nos dá a inclinação da reta tangente ao gráfico da função em um ponto. Aprenda a definir a derivada usando limites. Aprenda muitas regras úteis (como as regras da potência, do produto e do quociente) que nos ajudam  a calcular as derivadas mais rapidamente."
Derivadas: regra da cadeia e outros tópicos avançados,/math/differential-calculus/dc-chain,Cálculo diferencial,https://pt.khanacademy.org/math/differential-calculus,"A regra da cadeia nos diz como calcular a derivada de uma função composta. Essa é uma regra excepcionalmente útil, pois abre um mundo inteiro de funções (e equações!) que agora podemos derivar. Aprenda também como usar todas as regras diferentes de derivação de forma estratégica e ponderada."
Aplicações das derivadas,/math/differential-calculus/dc-context-app,Cálculo diferencial,https://pt.khanacademy.org/math/differential-calculus,Derivadas descrevem a taxa de variação de grandezas. Isso se torna útil para resolver vários problemas relacionados com taxas de variação em situações aplicadas reais. Aprenda também como aplicar derivadas a valores aproximados da função e a calcular limites usando a regra de L'Hôpital.
Análise de funções,/math/differential-calculus/dc-analytic-app,Cálculo diferencial,https://pt.khanacademy.org/math/differential-calculus,"As derivadas de primeira e a segunda ordens uma função podem ser usadas para obter muitas informações sobre o comportamento dessa função. Por exemplo, a derivada de primeira ordem nos diz quando uma função é crescente ou decrescente e onde ela tem pontos de máximo ou de mínimo. A derivada de segunda ordem nos diz onde uma função é côncava para cima ou para baixo e onde ela tem pontos de inflexão."
"Equações paramétricas, coordenadas polares e funções vetoriais",/math/differential-calculus/dc-adv-funcs,Cálculo diferencial,https://pt.khanacademy.org/math/differential-calculus,"Estamos acostumados a trabalhar com funções cuja saída é uma única variável e cujo gráfico é definido em coordenadas cartesianas, ou seja, (x,y). Porém, podem existir outras funções! Por exemplo, funções vetoriais podem ter duas ou mais variáveis como saídas! Funções polares são representadas graficamente usando coordenadas polares, ou seja, elas recebem um ângulo como entrada e a saída é um raio! Aprenda sobre essas funções e como nós aplicamos o conceito de derivada a elas."
Equações diferenciais de primeira ordem,/math/differential-equations/first-order-differential-equations,Equações diferenciais,https://pt.khanacademy.org/math/differential-equations,Equações diferenciais com apenas as primeiras derivadas.
Equações lineares de segunda ordem,/math/differential-equations/second-order-differential-equations,Equações diferenciais,https://pt.khanacademy.org/math/differential-equations,Equações diferenciais lineares com derivadas de segunda ordem
Transformada de Laplace,/math/differential-equations/laplace-transform,Equações diferenciais,https://pt.khanacademy.org/math/differential-equations,Transformadas e a transformada de Laplace em particular. Integrais de convolução.
Integrais,/math/integral-calculus/ic-integration,Cálculo integral,https://pt.khanacademy.org/math/integral-calculus,"A integral definida de uma função nos dá a área sob a curva dessa função. Outra interpretação comum é que a integral de uma função descreve a acumulação da grandeza cuja taxa de variação é dada. Nós podemos aproximar integrais usando somas de Riemann, e definimos integrais usando os limites das somas de Riemann. O teorema fundamental do cálculo une integrais e derivadas e pode ser usado para avaliar diversas integrais definidas."
Equações diferenciais,/math/integral-calculus/ic-diff-eq,Cálculo integral,https://pt.khanacademy.org/math/integral-calculus,"Equações diferenciais são equações que incluem tanto uma função quanto sua derivada (ou derivadas de ordem superior). Por exemplo, y=y' é uma equação diferencial. Aprenda a encontrar e representar soluções de equações diferenciais básicas."
Aplicações das integrais,/math/integral-calculus/ic-int-app,Cálculo integral,https://pt.khanacademy.org/math/integral-calculus,Integrais definidas estão relacionadas à acumulação de grandezas. Vamos ver como elas são aplicadas para resolver diversos tipos de problemas.
"Equações paramétricas, coordenadas polares e funções vetoriais",/math/integral-calculus/ic-adv-funcs,Cálculo integral,https://pt.khanacademy.org/math/integral-calculus,"Estamos acostumados a trabalhar com funções cuja saída é uma única variável e cujo gráfico é definido em coordenadas cartesianas, ou seja, (x,y). Porém podem existir outras funções! Por exemplo, funções vetoriais podem ter duas ou mais variáveis como saídas! Funções polares são representadas graficamente usando coordenadas polares, ou seja, elas recebem um ângulo como entrada e a saída é um raio! Aprenda sobre essas funções e como aplicamos  o conceito de integral a elas. "
Séries,/math/integral-calculus/ic-series,Cálculo integral,https://pt.khanacademy.org/math/integral-calculus,"Séries são somas de múltiplos termos. Séries infinitas são somas de um número infinito de termos. Todas as séries infinitas não aumentam até o infinito? Acontece que a resposta é não. Algumas séries infinitas convergem para um valor finito. Aprenda como isso é possível e como podemos saber se uma série converge e para qual valor. Nós também vamos aprender sobre as séries de Taylor e Maclaurin, que são séries que agem como funções e convergem para funções comuns como sen(x) ou eˣ."
Pensando sobre funções multivariáveis,/math/multivariable-calculus/thinking-about-multivariable-function,Cálculo multivariável,https://pt.khanacademy.org/math/multivariable-calculus,"A única coisa que separa o cálculo multivariável do cálculo comum é esta nova palavra ""multivariável"". Isso significa que vamos lidar com funções cujas entradas ou saídas existem em duas ou mais dimensões. Aqui, estabelecemos as bases para a compreensão e visualização das funções multivariáveis."
Derivadas de funções multivariáveis,/math/multivariable-calculus/multivariable-derivatives,Cálculo multivariável,https://pt.khanacademy.org/math/multivariable-calculus,"O que significa calcular a derivada de uma função cujo valor de entrada vive em múltiplas dimensões? E quando seu valor de saída é um vetor? Aqui vamos examinar várias maneiras diferentes de estender a ideia de uma derivada para dimensões maiores, inclusive derivadas parciais, derivadas direcionais, o gradiente, derivadas vetoriais, divergência, rotacional etc."
Aplicações de derivadas das funções multivariáveis,/math/multivariable-calculus/applications-of-multivariable-derivatives,Cálculo multivariável,https://pt.khanacademy.org/math/multivariable-calculus,"As ferramentas de derivadas parciais, o gradiente etc. podem ser usados para otimizar e aproximar funções multivariáveis.  Eles são muito úteis na prática, e, na maioria das vezes, é por isso que as pessoas estudam cálculo multivariável."
Integração de funções multivariáveis,/math/multivariable-calculus/integrating-multivariable-functions,Cálculo multivariável,https://pt.khanacademy.org/math/multivariable-calculus,"Existem muitas formas de estender a ideia de integração para múltiplas dimensões: integrais de linha, integrais duplas, integrais triplas, integrais de superfície etc. Cada uma delas lhe permite somar infinitamente muitos valores infinitamente pequenos, em que esses valores podem vir de pontos em uma curva, pontos em uma área, pontos em uma superfície etc.  

Estas são todas ferramentas muito poderosas, relevante a quase todas as aplicações de cálculo do mundo real. Em particular, elas são uma ferramenta de valor inestimável para a física."
"Teoremas de Green, de Stokes e da divergência",/math/multivariable-calculus/greens-theorem-and-stokes-theorem,Cálculo multivariável,https://pt.khanacademy.org/math/multivariable-calculus,"Aqui abordamos quatro maneiras diferentes de estender o teorema fundamental do cálculo para múltiplas dimensões. O teorema de Green e o teorema da divergência em 2D fazem isso para duas dimensões, então podemos aumentar para três dimensões com o teorema de Stokes e o teorema da divergência (3D)."
Limites e continuidade,/math/ap-calculus-ab/ab-limits-new,Cálculo Avançado AB,https://pt.khanacademy.org/math/ap-calculus-ab,"Limites descrevem o comportamento de uma função conforme nos aproximamos de um certo valor de entrada, independentemente do valor verdadeiro da função no local. Continuidade requer que o comportamento da função ao redor do ponto corresponda ao valor da função nesse mesmo ponto. Essas ideias simples, porém muito poderosas, desempenham um papel fundamental em todo o cálculo."
Diferenciação: definição e regras básicas de derivação,/math/ap-calculus-ab/ab-differentiation-1-new,Cálculo Avançado AB,https://pt.khanacademy.org/math/ap-calculus-ab,"A derivada de uma função descreve a taxa de variação instantânea da função em um certo ponto. Outra interpretação comum é que a derivada nos dá a inclinação da reta tangente ao gráfico da função em um ponto. Aprenda a definir a derivada usando limites. Aprenda muitas regras úteis (como as regras da potência, do produto e do quociente) que nos ajudam  a calcular as derivadas mais rapidamente."
"Derivação: funções composta, implícita e inversa",/math/ap-calculus-ab/ab-differentiation-2-new,Cálculo Avançado AB,https://pt.khanacademy.org/math/ap-calculus-ab,"A regra da cadeia nos diz como calcular a derivada de uma função composta. Essa é uma regra excepcionalmente útil, pois abre um mundo inteiro de funções (e equações!) que agora podemos derivar. Aprenda também como usar todas as regras diferentes de derivação de forma estratégica e ponderada."
Aplicações contextualizadas da derivação,/math/ap-calculus-ab/ab-diff-contextual-applications-new,Cálculo Avançado AB,https://pt.khanacademy.org/math/ap-calculus-ab,Derivadas descrevem a taxa de variação de grandezas. Isso se torna útil para resolver vários problemas relacionados com taxas de variação em situações aplicadas reais. Aprenda também como aplicar derivadas a valores aproximados da função e a calcular limites usando a regra de L'Hôpital.
Como aplicar derivadas à análise de funções,/math/ap-calculus-ab/ab-diff-analytical-applications-new,Cálculo Avançado AB,https://pt.khanacademy.org/math/ap-calculus-ab,"As derivadas de primeira e a segunda ordens uma função podem ser usadas para obter muitas informações sobre o comportamento dessa função. Por exemplo, a derivada de primeira ordem nos diz quando uma função é crescente ou decrescente e onde ela tem pontos de máximo ou de mínimo. A derivada de segunda ordem nos diz onde uma função é côncava para cima ou para baixo e onde ela tem pontos de inflexão."
Integração e acumulação de variação ,/math/ap-calculus-ab/ab-integration-new,Cálculo Avançado AB,https://pt.khanacademy.org/math/ap-calculus-ab,"A integral definida de uma função nos dá a área sob a curva dessa função. Outra interpretação comum é que a integral de uma função descreve a acumulação da grandeza cuja taxa de variação é dada. Nós podemos aproximar integrais usando somas de Riemann, e definimos integrais usando os limites das somas de Riemann. O teorema fundamental do cálculo une integrais e derivadas e pode ser usado para avaliar diversas integrais definidas."
